,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review
112,Claudia,genial,las habitaciones son enormes!,,España,10,En familia,Habitación Doble - 1 o 2 camas,3/01/2023
113,Eva,Por un mejor precio repetiría.,"Habitaciones muy amplias, habitación separada para los niños con otro baño.","Precio muy alto, la televisión de la habitación de los niños no funcionaba.",España,"8,0",En familia,Habitación Cuádruple Estándar,30/12/2022
114,Emilia,Todo perfecto,Todo perfecto.,,España,"9,0",En familia,Habitación Cuádruple Estándar,28/12/2022
115,Pilar,Habitación familiar muy cómoda y espaciosa.,"La habitación familiar muy espaciosa . 
Hotel muy céntrico.
parquing en el mismo hotel (de pago).",nada que objetar.,España,10,En familia,Habitación Cuádruple Estándar,25/12/2022
116,Sabrina,Fantástico,La ubicación y la limpieza,,España,"9,0",En pareja,Habitación Cuádruple Estándar,25/12/2022
117,Mariana,Fantástico,muy bien,,España,"9,0",En familia,Habitación Cuádruple Deluxe,25/12/2022
118,Larysa,Muy bien,los baños no estaban bien limpios,,España,"8,0",En pareja,Habitación Cuádruple Deluxe,24/12/2022
119,Eduard,Salida familiar,"Espacioso, y super centrico","Por decir alguna cosa, por la mañana el ruido de los coches/camiones descargando en la calle.",España,"9,0",En familia,Habitación Cuádruple Estándar,23/12/2022
120,Susanna,Estancia de 10 ❤️,"la habitación es muy espaciosa, camas cómodas, el desayuno es buenísimo y el personal es de 10",todo me pareció perfecto,España,10,En familia,Habitación Cuádruple Estándar,23/12/2022
121,Isabel,Sensacional,"Cama cómoda, habitación muy amplia y limpia. el personal es extremadamente amable y el desayuno buffet riquísimo. Es la segunda vez que nos alojamos en él y volveremos sin duda.",Lástima que los últimos días los desagües de los baños olían bastante fuerte.,España,"9,0",En pareja,Habitación Doble Deluxe,21/12/2022
122,Marisol,Excepcional,Lo grandes que son las habitaciones  gustado mucho 👍,,España,10,En familia,Habitación Cuádruple Deluxe,18/12/2022
123,Flor,Muy bonito y céntrico.,"La ubicación es perfecta, las dos chicas de recepción son encantadoras, la comida de el restaurante muy buena, las habitaciones familiares muy bonitas y amplias, no nos esperábamos que fueran así y la limpieza de las habitaciones muy buena también,relación calidad precio inmejorable , sin duda alguna si volvemos a venir repetiremos de hotel seguro.",,España,10,En familia,Habitación Triple,17/12/2022
124,Mila,Excepcional,"En general ha sido todo una buena experiencia y muy amables todo el personal.
Calidad excelente y para volver más veces.",Me gustó todo,España,10,En pareja,Habitación Doble - 1 o 2 camas,15/12/2022
125,Marta,Sin duda es mi hotel en Andorra,"Ubicación excelente, relación calidad precio excepcional de lo mejor en Andorra.",El hotel se ve algo antiguo. Hay algún desperfecto.,España,10,En pareja,Habitación Doble - 1 o 2 camas,14/12/2022
126,Jess,simplemente genial,"habitación familiar muy grande, todo muy limpio y está muy bien situado, ya que está en la calle de detrás de todas las tiendas",,España,10,En familia,Habitación Familiar Deluxe,14/12/2022
127,Juan,Muy bien,wifi,,España,"8,0",En familia,Habitación Cuádruple Deluxe,14/12/2022
128,Victor,En mente para la próxima,"La habitación, espectacular. Muy cómoda para una familia como la nuestra.",La temperatura. Excesivo calor !!,España,"9,0",En familia,Habitación Familiar,12/12/2022
129,Arantzamr,Cálido y familiar,"La habitación familiar era muy grande y con dos baños. La temperatura de la habitación estupenda, de hecho tuvimos que bajar la temperatura de la misma con el regulador. El desayuno buffet muy bueno y completo.","Entraba un poco de luz exterior de la calle en las esquinas de las cortinas. En general no supone ningún problema, pero a mi marido le gusta dormir completamente a oscuras.",España,"9,0",En grupo,Habitación Familiar Deluxe,12/12/2022
130,Laura,Fantástico,ubicación y habitación amplia,la espera hasta poder entrar a la habitacion,España,"9,0",En familia,Habitación Triple,12/12/2022
131,Salvador,Excepcional,"La ubicación perfecta,la habitación muy grande y cómoda y todo nuevo",,España,10,En grupo,Habitación Cuádruple Deluxe,12/12/2022
132,Ainhoa,Nos sorprendió!!,"La habitación es muy amplia para 4 personas, la nuestra tenía dos lavabos. Las camas son muy cómodas.
La ubicación es buena.
Hicimos media pensión . El desayuno con mucha variedad. La cena era a la carta y todo lo que probamos estaba muy bueno.
El trato del personal muy agradable tanto en recepción como los camareros. 
Seguro que repetimos.",,España,"9,0",En familia,Habitación Cuádruple Estándar,11/12/2022
133,Beatriz,Habitaciones amplias para familias de 4,La habitación es muy amplia y cómoda. Está todo muy nuevo. El desayuno muy bien. El personal excepcional.,El parking se llena pronto y te toca aparcar en algún parking público a unas cuantas calles del hotel,España,"9,0",En familia,Habitación Cuádruple Deluxe,11/12/2022
134,Nuria,Buena ubicación para venir a trabajar a Andorra.,Céntrico y bien situado.,,España,"9,0",Persona que viaja sola,Habitación Individual,11/12/2022
135,Jaime,ESTUPENDO,Me ha gustado la ubicación y que las habitaciones cuadruples tengan dos baños y dos estancias. Cogimos media pension y la cena fue estupenda. El desayuno tambien es muy completo. Lo recomiendo 100 X 100.,Quizá faltaba un poco de calefaccion en la habitación pequeña y baños.,España,"8,0",En grupo,Habitación Cuádruple Estándar,11/12/2022
136,Alberto,Excepcional,"Camas de niños separadas con su baño.propio
Habitación amplia",,España,10,En familia,Habitación Cuádruple Estándar,10/12/2022
137,Mireia,Repetiremos,"Habitación muy amplia y cómoda.
La situación del hotel genial, desayuno muy completo.",Nada,España,10,En familia,Habitación Triple,10/12/2022
138,Francisco,agradable,"el espacio interior, camas confortables, 2 lavabos independientes, y dos estancias independientes.",un poco antiguo sin reformar,España,"8,0",En familia,Habitación Triple,10/12/2022
139,Dani,noche en Andorra,"la habitación grande, cómoda y espaciosa",,España,"8,0",En familia,Habitación Cuádruple Estándar,9/12/2022
140,Raquel,Fantástico,El trato del personal hacia mi pequeño y las instalaciones en general.,Tardaban mucho en servir de un primer plato a un segundo en la cena. Pero estaba todo buenisimo👏,España,"9,0",En familia,Habitación Cuádruple Deluxe,7/12/2022
141,Sergi,Muy bien,El sitio,El servicio de la cena y su comida,España,"8,0",En pareja,Habitación Familiar Deluxe,6/12/2022
142,Romangarsi,Buen hotel en el centro de Andorra La Vella,"Situación céntrica,  calle tranquila,  habitación amplia, 2 cuartos de baño y cama amplia y muy cómoda,  también las almohadas.","Mucho ruido por las mañanas en las zonas comunes,  sobre todo de las limpiadoras de las habitaciones.",España,"9,0",En familia,Habitación Cuádruple Deluxe,6/12/2022
143,Luis,Excepcional,cama,plazas justas parking,España,10,En familia,Habitación Doble Deluxe,5/12/2022
144,Pepi,Fantástico,Habitaciones amplias y buena ubicación,"Las literas son pequeñas. Con lo grande que es, la habitación cabría otra cama doble",España,"9,0",En familia,Habitación Cuádruple Estándar,5/12/2022
145,Alejandra,Adecuado,Buena ubicación y habitaciones muy grandes,Iluminación muy escasa y limpieza deficiente. Habitación llena de polvo.,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,4/12/2022
146,Balinero,Muy bien,"Personal en recepción y buffet desayuno correcto.
Ubicación muy buena, a 5-10 min a pie de Caldea.
Desayuno buffet variado.
2a habitacion amplia, no esperabamos tanto espacio. 
Habian 2 baños en lugar de 1 como creíamos.","Era una habitacion doble, las camas de la 1a estaban pegadas a la pared que daba al rellano. Al ser 1a planta y no haber pasillo se oía TODO el ruido procedente de recepción. 
Para ser un 4* que el ""gel"" de duchar sea una pastilla es algo extraño, en lugar de en botellitas como el champú.
A ratos faltaban cosas en el desayuno (minidonuts, jamon serrano), algo lentos en reponer.
La mampara de la bañera era insuficiente para evitar que cayera agua fuera.
Tv pequeña para lo q es el estandar de un hotel de 4*.",España,"8,0",En familia,Habitación Cuádruple Estándar,1/12/2022
147,Beltrán,100% recomendable,"limpieza,ubicación, comodidad, amplitud , desayuno excelente",todo genial,España,10,En familia,Habitación Triple,1/12/2022
148,Jonsgolden,Hotel muy por encima de las expectativas,"Muy buena opción si quieres estar cerca de Caldea. El hotel ofrece la opción de media pensión que sin duda, fue la mejor decisión de todo el viaje. La cena del restaurante fue espectacular y superó todas nuestras expectativas. Las habitaciones eran muy espaciosas y tenían dos zonas divididas, ideal para separar las estancias.","En general todo estuvo genial, pero si hay que sacar una pega... había poca opción vegetariana para la cena - como en general en todo Andorra - pero los camareros se ofrecieron a cocinar algo fuera de la carta y lo valoramos muy positivamente.",España,"9,0",En grupo,Habitación Cuádruple Estándar,27/11/2022
149,Fouad,Muy recomendable,Muy bien,Nada todo bien,Marruecos,"9,0",En familia,Habitación Familiar,26/11/2022
150,Gloria,Fantástico,Los empleados excelente super amables y sinpaticos,En realidad nada ni,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,26/11/2022
151,Lili,muy limpio el personal muy amable,todo,me gusto todo,España,10,En familia,Habitación Triple,25/11/2022
152,Lili,hotel muy limpio y muy amables el personal,todo,me gusto todo,España,10,En familia,Habitación Triple,25/11/2022
153,David,Excepcional,"El personal a la hora de ser atendidos en recepción y la gran amabilidad de la chica que nos atendió a la hora del desayuno, muchas gracias por todo",,España,10,En familia,Habitación Triple,22/11/2022
154,Mónica,comodidad con amigas,"trato excelente, ubicación céntrica, amplitud habitación",nada,España,10,En grupo,Habitación Cuádruple Estándar,21/11/2022
155,Sara,Ideal para familias,"Nos asignaron un lujo de habitación, dos espacios separados por una puerta y cada uno con su baño, ideal para ir en familia. Las camas son muy cómodas y el desayuno muy rico. El personal es extremadamente amable. El parking estaba completo pero gracias a los consejos de recepción pudimos aparcar en zona azul sin problema, el domingo no se paga. La situación ideal para ir a Caldea y la zona de compras, justo al lado.",La única pega fue la cuna. Solo tenia una sábana y sin manta el bebé pasó frio. Las barandas eran demasiado altas y subirlas y bajarlas ademas de complicado era ruidoso. Acabó durmiendo en la cama con nosotros.,España,"9,0",En familia,Habitación Triple,21/11/2022
156,Inma,calidad-tranquilidad-confort-buena gastronomía,"UBICACION, TAMAÑO Y DISTRIBUCION DE LA HABITACION,DESAYUNO Y RESTAURANTE","no haber conseguido plaza de parking, pero fueron muy amables indicándonos donde quedaba el parking más proximo.",España,"9,0",En familia,Habitación Triple,21/11/2022
157,Judit,Perfecto Hotel,"La habitación espaciosa, limpia y bien decorada.",Para poner una pega.. las vistas de la habitación.. tenía un edificio a pocos metros.,España,10,En grupo,Habitación Doble Deluxe,20/11/2022
158,Luis,una estancia perfecta,todo,,España,"9,0",Persona que viaja sola,Habitación Doble - 1 o 2 camas,19/11/2022
159,Francisco,Excepcional,Todo nuevo y acogedor ... el personal super amables ...,,España,10,En pareja,Habitación Doble - 1 o 2 camas,18/11/2022
160,Sergbene,Fantástico,La habitación amplisima.,"La ubicación.  Sin estar apartado del centro, no está en el mismo centro.",España,"9,0",Persona que viaja sola,Habitación Doble - 1 o 2 camas,18/11/2022
161,Fco,Fantástico,La atención del personal,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,17/11/2022
162,Sergio1975,Excepcional,"ubicación, desayuno, comodidad de las camas, limpieza.","parking estaba lleno, tuvimos que dejar el coche en otro parking más lejos.",España,10,En pareja,Habitación Doble - 1 o 2 camas,16/11/2022
163,Luis,"Muy recomendable, repetiría sin duda.","Check in rápido 
Una habitación muy amplia y cómoda, con todo lo necesario para que se vea recogido el equipaje y la ropa. Armarios empotrados abiertos con muy buena iluminación. Los baños (habían 2 en mi habitación) realmente cuidados; limpios. 
Volviendo a la habitación, muy limpia y cuidada al detalle.","La única pega que puedo ponerle es que hacía mucho calor en la habitación durante la tarde y no se podía controlar como nos dijeron en recepción. Debo decir también que fue un día de calor en donde en realidad se esperaba frio. 
Ascensores. a pesar de haber 3 solo funcionaba 1 y a la hora de hacer check out tardamos en poder bajar debido a la afluencia alta de gente que se iba también.",España,10,En pareja,Habitación Doble - 1 o 2 camas,15/11/2022
164,Marcos,"estancia muy agradable, muy buena atención de todo el personal y la comida y desayuno excelentes",Habitación muy amplia y perfecta,,España,10,En pareja,Habitación Doble Deluxe,14/11/2022
165,Montse,perfecto!! te encuentras muy a gusto!!,"todo!!! el personal, la habitacion, el desayuno y la cena!! un 10!!",,España,10,En familia,Habitación Triple,12/11/2022
166,Alicia,Ha ido todo bien y estamos encantados!!,"Esta vez esta todo bien, el baño no olia tabaco como en la habitación 505.",El desayuno hay poca variedad. la cisterna de los 2 baños hacen ruidos despues de tirar el agua.,España,10,En familia,Habitación Triple,12/11/2022
167,Zambrano,100% recomendado,Excelente atención y tiene muy buena ubicación.,"El wifi no iba muy bien, y la tv tiene poca opción de canales…",España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,10/11/2022
168,Marta,"Cómodo, práctico y con gran ubicación","Ubicación a un paso de la avenida comercial y a 5 minutos andando a Caldea, en una calle tranquila. La habitación Deluxe muy cómoda, sobretodo las camas. Las toallas y sábanas de calidad. La restauración también merece una buena reseña, el desayuno muy completo y la bollería acertada. Los platos de la cena, aunque no son de buffet los sirven en la mesa muy elaborados.",Que no hubiese plazas disponibles de parking. Lo aparcamos en parking público descubierto a 4 minutos andando.,España,"9,0",En familia,Habitación Cuádruple Deluxe,8/11/2022
169,Jose,Escapada genial,El hotel está genial. Un diez para la recepción y sobre todo para los chicos del restaurante. Las habitaciones son espectaculares.,"Las plazas de parking son escasas. La zona de carga y descarga estaba ocupada y la policía quería multarnos con 500 € por parar encima de la acera. Deberían cuidar un poco más el turismo. No obstante, este es un tema externo al hotel.",España,10,En grupo,Habitación Cuádruple Estándar,7/11/2022
170,Jennifer,Excepcional,"Todo estaba genial, lo que no me esperaba es tener algo de picar y de beber como bienvenida",No vi nada que no me gustara,España,10,En pareja,Habitación Doble - 1 o 2 camas,7/11/2022
171,Agata,Fin de semana genial!,Habitaciones amplias y comidas excelentes.,Que el parquing estuviera completo.,España,10,En familia,Habitación Cuádruple Estándar,6/11/2022
172,Miguel,Paseo y compras,"La habitación, por primera vez tuvimos un upgradeen booking.
Nos dieron una habitación familiar con 2 baños y 2 TV. Lástima que sólo fuimos la pareja.
Personal muy amable","El hotel muy bien.  Pero Andorra es un pequeño caos circulatorio por la obras que están haciendo. Además te dejas un pasta en los parking,  No hay ninguno gratuito, algunos la primera media hora gratis",España,10,En pareja,Habitación Doble - 1 o 2 camas,6/11/2022
173,Eva,Excepcional,"Nos asignaron una habitación que olía muchísimo a tabaco y fuimos a recepción,no hubo problema en darnos una nueva,genial.","Se debería poder entrar antes,pienso que en todos los hoteles ,no solo en este debería poder accederse a la habitación a la 13 ,para poder dejar las cosas descansar antes de ir a comer.",España,10,En pareja,Habitación Doble - 1 o 2 camas,5/11/2022
174,David,Excepcional,La habitación muy grande y espaciosa,,España,10,En familia,Habitación Triple,5/11/2022
175,Ana,Excepcional,"La habitación super amplia, el desayuno muy bueno y variado",El parquin estaba lleno y no se puede reservar con antelación,España,10,En familia,Habitación Familiar,4/11/2022
176,Samantha,Muy bien,El tamaño de la habitación y su ubicación.,"Las obras que habían en el hotel, empezaban a las 8 de la mañana a taladrar y etc ...",España,"8,0",En pareja,Habitación Doble Deluxe,3/11/2022
177,Roser,Muy bien,Habitación grande y cama comoda,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,3/11/2022
178,Lucindo,fenomenal,la habitación,el parking un poco estrecho para coches grandes,España,"9,0",En familia,Habitación Triple,2/11/2022
179,Inmaculada,habitación familiar muy amplia con dos baños.Desayuno buffet muy completo y cena con platos a elegir cocina gourmet deli,ubicación y comida,que no se pudiera reservar parking con antelación,España,10,En familia,Habitación Cuádruple Deluxe,1/11/2022
180,Sonia,Excepcional,"La recepcionista que nos hizo el checkin era fantástica, la habitación una maravilla, todo perfecto",Que la TV no tuviera chromecast,España,10,En pareja,Habitación Doble - 1 o 2 camas,1/11/2022
181,Silvia,Estancia en familia muy buena y agradable.,Las habitaciones son grandes y cómodas para ir con niños. También la ubicación es excepcional ya que no es necesario coger el coche para ir de compras o comer/cenar. El personal muy amable y complaciente en todo momento.,Lo que no me gusta es que los rellanos de las plantas son grandes y con un hueco central que comunica con el resto de plantas y por tanto se escuchan todos los ruidos de todas las plantas y hace eco.,España,"9,0",En familia,Habitación Cuádruple Deluxe,1/11/2022
182,Pedro,buena ubicación. Muy buen desayuno habitación amplia,"amplitud habitacion
muy buen desayuno
muy limpio",nada,España,10,En familia,Habitación Cuádruple Estándar,31/10/2022
183,Noe,Excepcional,"Ubicación, personal, desayuno",Nada,España,10,En familia,Habitación Cuádruple Estándar,31/10/2022
184,Mihaela,Excepcional,Estupendo todo,No habia aparcamiento,España,10,En familia,Habitación Cuádruple Deluxe,31/10/2022
185,M,Fantástico,"La ubicación, la habitación y el desayuno.",,España,"9,0",En familia,Habitación Cuádruple Estándar,30/10/2022
186,Jaume,genial,limpieza y ubicacion,nada,España,10,En pareja,Habitación Doble Deluxe,25/10/2022
187,Laia,Excepcional,"es muy grande, espacioso y super equipado",,España,10,En pareja,Habitación Doble - 1 o 2 camas,24/10/2022
188,Maria,Muy buena ubicacion,"El Restaurante porque no es el típico de bufete   son platos muy bien elaborados , los postres buenísimos",Que no hubiese plaza de parking,España,"8,0",En pareja,Habitación Doble Deluxe,22/10/2022
189,Gonzalo,HOTEL PERFECTO PARA VISITAR CENTRO DE ANDORRA,"DESAYUNO MUY BUENO, UBICACION EXCELENTE",AIRE ACONDICIONADO,España,"9,0",En grupo,Habitación Doble - 1 o 2 camas,19/10/2022
190,Jordi,Una estancia perfecta,Un hotel perfecto para la estancia en Andorra. El personal es muy amable y el desayuno y el restaurante estan muy bien. las habitaciones son muy amplias,,España,10,En grupo,Habitación Triple,17/10/2022
191,Eva,"Céntrico, cómodo y económico",La habitación familiar es muy grande y cómoda. Tiene habitación de matrimonio grande y una pequeña habitación con litera en la entrada para los niños. Además tiene 2 baños.,Me gusto todo. Seguro que repito.,España,"8,0",En familia,Habitación Doble Deluxe,17/10/2022
192,Carla,Todo perfecto!,"Nos dieron una habitación superior por disponibilidad; muy buena ubicación y desayuno muy correcto. 
Habitación muy amplia","La cama un poco dura, pero esto es cuestion de gustos!",España,10,En pareja,Habitación Doble - 1 o 2 camas,16/10/2022
193,Rocío,Fin de semana de compras y naturaleza,La habitación muy grande y espaciosa. la cama súper amplia y muy cómoda.,"No es que no me gustara, pero, en comparación, el baño resultaba pequeño respecto al tamaño de la habitación.",España,"9,0",En pareja,Habitación Doble Deluxe,13/10/2022
194,Maribel,muy amables y habitaciones amplias y cómodas,si,,España,10,En familia,Habitación Cuádruple Deluxe,13/10/2022
195,Ana,Bien,Cómodo y bien ubicado. Estaba todo muy limpio y el personal fue amable.,"Lo escogimos porque tenia parking y viajábamos con el coche lleno. al llegar allí nos dijeron que estaba ocupado por operarios, y nos indicaron que podíamos dejarlo en otro parking que estaba al aire libre.",España,"9,0",En familia,Habitación Cuádruple Estándar,13/10/2022
196,Angeles,Muy bien,El desayuno un poco flojo,,España,"8,0",En pareja,Habitación Doble Deluxe,13/10/2022
197,Ariadna,Cualidad precio muy bien,La habitación muy grande y comoda.,,España,10,En pareja,Habitación Doble Deluxe,10/10/2022
198,Igor,Muy bien,La ubicación es excelente y el personal fue muy atento. La habitación familiar es perfecta para familias de 4 personas con adolescentes o niños.,"Solo funcionaba 1 de los 2 ascensores. El restaurante era muy lento en las cenas, demasiado lento. Estaría bien saber que la cena no es de tipo buffet, sino a la carta.",España,"8,0",En familia,Habitación Cuádruple Estándar,10/10/2022
199,Gemma,Con ganas de repetir,"Lo céntrico que estaba, el personal",Solo había un ascensor porqué estaba uno de mantenimiento y creo que no fue buena hora cuando los huéspedes marchan hacer ese tipo de trabajos,España,10,En grupo,Habitación Triple,10/10/2022
200,Jose,Excepcional,Todo en general,,España,10,En grupo,Habitación Triple,10/10/2022
201,Morales,Excepcional,Todo,Nada,España,10,En pareja,Habitación Doble - 1 o 2 camas,10/10/2022
202,Cristina,fabulosa,el ser una suite familiar pero con independencia de dormitorio y dos wc,"solo encontre a faltar mas variedad en canales de tv, faltaban muchos de los habituales",España,"9,0",En familia,Habitación Familiar Deluxe,9/10/2022
203,Ruth,Fantástico,La ubicación es inmejorable,Pasamos algo de calor por la noche en la habitación,España,"9,0",En grupo,Habitación Cuádruple Deluxe,9/10/2022
204,Carla,Excepcional,"Habitación espectacular, limpia y cómoda.",,España,10,En pareja,Habitación Doble Deluxe,8/10/2022
205,Laura,Escapada de fin de semana,"Habitación muy amplia, éramos dos adultos y dos niños , la habitación que nos dieron era para 6 personas ,con dos baños ... camas muy cómodas , Netflix, la ubicación también es muy buena.",Nos gusto todo en general .,España,"9,0",En familia,Habitación Triple,7/10/2022
206,Lorena,Excepcional,"La ubicación, es inmejorable",Solo funcionaba un ascensor,España,10,En familia,Habitación Triple,7/10/2022
207,Alfredo,Buen hotel,"La ubicación.
Habitación grande.
Parking para las motos.
Buena comunicación en recepción.","Nada, todo bien",España,"9,0",En grupo,Habitación Individual,7/10/2022
208,Ana,"Muy recomendable, para repetir",El desayuno muy bueno y variado. Todo el personal muy amable y la habitación muy espaciosa. También estaba muy bien ubicado.,El desagüe de uno de los baños no tragaba bien.,España,"9,0",En grupo,Habitación Cuádruple Estándar,6/10/2022
209,Marti,GENIAL...!!!,"Todo ha sido excelente, desde el check-in hasta finalizar con el check-out...
Enhorabuena a todo el personal que hace posible dia a dia que todo funcione corrctamente.",,España,10,En pareja,Habitación Doble - 1 o 2 camas,5/10/2022
210,Xita,Excepcional,La amplitud de la habitacion,"En general esta muy bien, comodo , limpio, muy bien situado",España,10,En grupo,Habitación Doble - 1 o 2 camas,4/10/2022
211,Jose,Fantástico,"El conjunto es muy bueno. Y la restauración merece mencion aparte, nada que ver con el típico bufet libre de otros hoteles. Contraté media pensión  y todo excelente, buena cena con muchos platos para elegir y abundantes.
Personal de recepción muy amable y profesional
Muy bien ubicado cerca de el centro comercial por excelencia.
El wifi muy bueno","Si puedo dar con algo, el edredón de las camas demasiado grueso para el tiempo que hemos disfrutado. Es cierto que si lo hubiera comentado con el personal de habitaciones lo hubieran solucionado.  Mea culpa!",España,"9,0",En pareja,Habitación Doble Deluxe,3/10/2022
212,Anna,Buen hotel con habitaciones reformadas.,"Estuvimos alojados en una habitación reformada, muy bien cuidado.","Muy poca luz en el lavabo, en el espejo faltaría algo más. Hace muchos años que vamos a este hotel, antes el desayuno era mejor, hay poca variedad y lo caliente como beicon estaba frio. Más variedad en el desayuno lo haría más recomendable.",España,"8,0",En familia,Habitación Cuádruple Estándar,3/10/2022
213,Veronica,Excepcional,"La ubicación es perfecta, ofrecen un servicio de restaurante muy bueno y el personal muy amable",Habitaciones poco insonorizadas,España,10,En familia,Habitación Triple,3/10/2022
214,Montse,Excepcional,"La habitación es cuádruple,pero hay separación e intimidad, perfecto.","Las vistas,pero está muy bien situado cerca de todo.",España,10,En pareja,Habitación Cuádruple Deluxe,3/10/2022
215,Agustin,Excepcional,Lo amplio de las habitaciones y el trato del personal excelentes,El ascensor averiado,España,10,En pareja,Habitación Doble - 1 o 2 camas,2/10/2022
216,Noelia,calidad buenisimo y los empleados un súper 10,"Todo, desde la habitación, amabilidad de los profesionales que trabajan allí, desayuno y cena abundante a la carta … buenísimo!!!!! genial! me ha sorprendido muy gratamente el hotel. volveremos seguro! he de destacar la recepcionista Desiré …. gracias por todo!!!!",,España,10,En pareja,Habitación Doble - 1 o 2 camas,29/09/2022
217,Luis,Ideal para estar unos días,"Ubicación muy buena (a dos manzanas de la calle principal). Habitaciones muy limpias y desayuno muy completo.
Nos dejaron entrar antes de la hora a la habitación
Relación precio/calidad excepcional porque íbamos solo una pareja pero nos dieron una suite con dos habitaciones (4 camas más un sofáa cama). Suponemos que al no ser temporada alta nos dieron una habitación superior por tener habitaciones libres",Nada a destacar,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,28/09/2022
218,Fernandito67,Fantástico,Ubicación y comida,Dificultad ascensor,España,"9,0",En grupo,Habitación Cuádruple Estándar,27/09/2022
219,Óscar,un espectaculo,las dimensiones de la habitación,,España,10,En pareja,Habitación Doble - 1 o 2 camas,24/09/2022
220,Maria,Muy bien,"El tamaño de la habitacion, muy cerca de la zona comercial, pero muy tranquilo. Dispone de aparcamiento. El personal muy amable. Nos cambiaron a una habitacion mejor sin coste,, por una reparacion que no podian solucionar.","En la fecha que estuvimos nosotros, estaba en renovacion, aunque no supuso una gran molestia. De hecho nos mejoraron la habitacion sin coste, por una reparacion que no podian hacer.",España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,22/09/2022
