,client,title,pos_review,neg_review,nationality,score,travel_type,room_type,date_review
2071,Benoit,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En grupo,Habitación Doble - 1 o 2 camas,18/10/2021
2072,Vanessa,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En grupo,Habitación Familiar,17/10/2021
2073,Francesc,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble Deluxe,13/10/2021
2074,Enric,Moltbe,Esta entrada no tiene comentarios,,España,"8,0",En grupo,Habitación Triple,12/10/2021
2075,Olga,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,11/10/2021
2076,Olivier,Fantástico,Esta entrada no tiene comentarios,,Bélgica,"9,0",Persona que viaja sola,Habitación Individual,10/10/2021
2077,Vicente,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Triple,7/10/2021
2078,Javi,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,4/10/2021
2079,Marc,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,24/09/2021
2080,Sílvia,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Familiar,12/09/2021
2081,Alberto,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Familiar,27/08/2021
2082,Joan,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,26/08/2021
2083,Sebastien,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Doble - 1 o 2 camas,23/08/2021
2084,Hervé,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,22/08/2021
2085,David,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Familiar,14/08/2021
2086,Tom,Muy bien,Esta entrada no tiene comentarios,,Bélgica,"8,0",En familia,Habitación Cuádruple Estándar,9/08/2021
2087,Estefania,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,8/08/2021
2088,Moises,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,7/08/2021
2089,Maria,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,4/08/2021
2090,Bernard,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Cuádruple Estándar,3/08/2021
2091,Joan,Habitació inmensa,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,1/08/2021
2092,Jordi,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Familiar,30/07/2021
2093,Gerard,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,26/07/2021
2094,Núria,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Triple,25/07/2021
2095,Sanglas,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,23/07/2021
2096,Albert,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",Persona que viaja sola,Habitación Doble - 1 o 2 camas,22/07/2021
2097,Eva,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Triple,19/07/2021
2098,Remi,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Doble - 1 o 2 camas,17/07/2021
2099,Sylvie,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,12/07/2021
2100,Paquita,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,12/07/2021
2101,Jovita,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,11/07/2021
2102,Judit,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Triple,5/07/2021
2103,Jaume,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Doble - 1 o 2 camas,28/06/2021
2104,Ma,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Doble - 1 o 2 camas,24/06/2021
2105,Ma,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En grupo,Habitación Doble - 1 o 2 camas,21/06/2021
2106,Remy,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Familiar,21/06/2021
2107,David,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,21/06/2021
2108,Margarita,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En grupo,Habitación Doble - 1 o 2 camas,15/06/2021
2109,Alberch,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Cuádruple Estándar,14/06/2021
2110,Marie-christine,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Doble - 1 o 2 camas,12/06/2021
2111,Gemma,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,12/06/2021
2112,Francisco,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,8/06/2021
2113,Jaume,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,2/06/2021
2114,Hervé,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,1/06/2021
2115,Elliot,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,24/05/2021
2116,Yolanda,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Cuádruple Estándar,23/05/2021
2117,Teresa,Excepcional,Esta entrada no tiene comentarios,,España,10,En pareja,Habitación Doble - 1 o 2 camas,20/05/2021
2118,Sebastien,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Cuádruple Estándar,19/05/2021
2119,Norbert,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Cuádruple Estándar,15/05/2021
2120,Sonia,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Familiar,9/05/2021
2121,Dolors,Genial,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,25/04/2021
2122,Sergiy,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Doble - 1 o 2 camas,19/04/2021
2123,Ignasi,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,19/04/2021
2124,Smain,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,11/04/2021
2125,Sergiy,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Doble - 1 o 2 camas,8/04/2021
2126,Sergiy,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Doble - 1 o 2 camas,7/04/2021
2127,Joan,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Triple,6/04/2021
2128,Dinjy,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En grupo,Habitación Cuádruple Estándar,5/04/2021
2129,Hervé,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,4/04/2021
2130,Emma,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,31/03/2021
2131,Lu,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En grupo,Habitación Doble - 1 o 2 camas,28/03/2021
2132,Isabel,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,25/03/2021
2133,Nasser,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Apartamento,14/03/2021
2134,Ève,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Doble - 1 o 2 camas,14/03/2021
2135,Elodie,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,11/03/2021
2136,Rachel,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En grupo,Habitación Cuádruple Estándar,28/02/2021
2137,Mickael,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En grupo,Habitación Doble - 1 o 2 camas,24/02/2021
2138,Jess,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,16/02/2021
2139,Yassine,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En grupo,Habitación Cuádruple Estándar,15/02/2021
2140,Chloe,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,14/02/2021
2141,Jeff,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,9/02/2021
2142,Marine,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En grupo,Habitación Familiar,7/02/2021
2143,Julie,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En grupo,Habitación Cuádruple Estándar,31/01/2021
2144,Camille,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En grupo,Habitación Cuádruple Estándar,25/01/2021
2145,Alexandre,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Doble - 1 o 2 camas,20/01/2021
2146,Justine,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,17/01/2021
2147,Julien,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,11/01/2021
2148,Alexander,Excepcional,Esta entrada no tiene comentarios,,España,10,En familia,Habitación Doble - 1 o 2 camas,11/01/2021
2149,Clara,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,8/01/2021
2150,Montse,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Cuádruple Estándar,7/01/2021
2151,Stéphanie,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,3/01/2021
2152,Luis,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Triple,3/01/2021
2153,Severine,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Triple,2/01/2021
2154,Le,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,31/12/2020
2155,Moulay,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Familiar,25/12/2020
2156,Marta,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Triple,24/12/2020
2157,Lucas,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,23/12/2020
2158,Romain,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Individual,22/12/2020
2159,Romain,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,22/12/2020
2160,Albert,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",Persona que viaja sola,Habitación Individual,22/12/2020
2161,Claire,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,21/12/2020
2162,Albert,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",Persona que viaja sola,Habitación Individual,28/11/2020
2163,Lluís,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,11/11/2020
2164,Guillaume,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,4/11/2020
2165,Marta,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,30/10/2020
2166,Caroline,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,29/10/2020
2167,Mélanie,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En pareja,Habitación Triple,26/10/2020
2168,Jordi,Hotel molt centric i facil d'arribar-hi.,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Doble - 1 o 2 camas,22/10/2020
2169,Gerard,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,19/10/2020
2170,Claudia,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,16/10/2020
2171,Christine,"Personnel très sympathique à l’écoute, chambre spacieuse et très propre, nous reviendrons.",Esta entrada no tiene comentarios,,Francia,"9,0",En familia,Habitación Doble - 1 o 2 camas,15/10/2020
2172,Chloe,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En familia,Habitación Familiar,10/10/2020
2173,Benjamin,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,8/10/2020
2174,Jérémy,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,8/10/2020
2175,Mario,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En familia,Habitación Familiar,6/10/2020
2176,Nicolas,Excepcional,Esta entrada no tiene comentarios,,Francia,10,En familia,Habitación Familiar,1/10/2020
2177,Rosa,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En pareja,Habitación Doble - 1 o 2 camas,29/09/2020
2178,Claudia,Fantástico,Esta entrada no tiene comentarios,,España,"9,0",En familia,Habitación Cuádruple Estándar,26/09/2020
2179,Pablo,Muy bien,Esta entrada no tiene comentarios,,España,"8,0",En grupo,Habitación Doble - 1 o 2 camas,26/09/2020
2180,Benoit,Fantástico,Esta entrada no tiene comentarios,,Francia,"9,0",En pareja,Habitación Doble - 1 o 2 camas,22/09/2020
2181,Nicolas,Muy bien,Esta entrada no tiene comentarios,,Francia,"8,0",En pareja,Habitación Doble - 1 o 2 camas,18/09/2020
2182,Marcos,Molt agradaple,Esta entrada no tiene comentarios,,España,"8,0",En pareja,Habitación Doble - 1 o 2 camas,18/09/2020
